SHEET,CHAIN,CO_OWNED,STATE,SOUTHJ,CENTRALJ,NORTHJ,PA1,PA2,SHORE,NCALLS,EMPFT,EMPPT,NMGRS,WAGE_ST,INCTIME,FIRSTINC,BONUS,PCTAFF,MEALS,OPEN,HRSOPEN,PSODA,PFRY,PENTREE,NREGS,NREGS11,TYPE2,STATUS2,DATE2,NCALLS2,EMPFT2,EMPPT2,NMGRS2,WAGE_ST2,INCTIME2,FIRSTIN2,SPECIAL2,MEALS2,OPEN2R,HRSOPEN2,PSODA2,PFRY2,PENTREE2,NREGS2,NREGS112,FTE1,FTE2,DFTE,GROUP
1,1,0,1,0,1,0,0,0,0,0,16.0,30.0,4.0,4.5,,0.25,0,80.0,3,7.0,16.0,0.93,0.83,0.85,4.0,3.0,1,1,110592,,20.0,40.0,4.0,5.05,,,0.0,2.0,7.0,16.0,1.05,0.79,0.9,4.0,3.0,35.0,44.0,9.0,New Jersey (Treatment)
2,1,0,1,0,1,0,0,0,0,0,10.0,6.0,3.0,4.75,26.0,0.5,1,80.0,1,7.0,14.0,1.06,0.91,0.96,2.0,2.0,1,1,110592,,7.5,10.0,3.0,5.25,19.0,0.38,1.0,1.0,7.0,15.0,1.05,1.01,0.94,2.0,2.0,16.0,15.5,-0.5,New Jersey (Treatment)
3,2,0,1,0,1,0,0,0,0,3,6.0,13.0,3.0,4.25,13.0,0.25,1,50.0,2,11.0,10.0,1.06,0.95,3.09,5.0,3.0,1,1,111792,2.0,4.0,7.0,3.0,5.05,26.0,0.25,0.0,1.0,11.0,11.0,1.05,0.94,2.75,5.0,3.0,15.5,10.5,-5.0,New Jersey (Treatment)
4,3,0,1,0,1,0,0,0,0,0,10.0,12.0,3.0,4.75,4.0,0.25,0,50.0,2,9.0,12.5,1.06,1.0,2.13,8.0,4.0,1,1,110592,,5.0,30.0,4.0,5.05,26.0,0.28,0.0,2.0,8.0,13.5,1.22,1.37,0.89,6.0,4.0,19.0,24.0,5.0,New Jersey (Treatment)
5,3,0,1,0,1,0,0,0,0,0,5.0,30.0,4.0,4.5,13.0,0.17,0,,1,6.0,17.0,0.95,,2.13,5.0,4.0,1,1,111892,2.0,10.0,30.0,4.0,5.15,4.0,0.18,0.0,2.0,6.0,17.0,1.05,0.94,0.94,5.0,5.0,24.0,29.0,5.0,New Jersey (Treatment)
9,1,0,1,0,1,0,0,0,0,2,12.0,40.0,4.0,4.37,26.0,0.15,0,35.0,2,7.0,16.0,1.04,0.67,0.85,4.0,4.0,1,1,110592,,0.0,32.0,4.0,5.05,26.0,0.13,0.0,2.0,7.0,16.0,1.11,0.92,1.01,4.0,3.0,36.0,20.0,-16.0,New Jersey (Treatment)
10,1,0,1,0,1,0,0,0,0,0,15.0,20.0,4.0,4.25,39.0,0.17,0,80.0,2,7.0,16.0,1.04,0.85,0.85,3.0,3.0,1,1,110592,,15.0,15.0,4.0,5.05,4.0,0.28,0.0,2.0,7.0,16.0,0.94,0.87,0.94,3.0,2.0,29.0,26.5,-2.5,New Jersey (Treatment)
11,1,0,1,0,1,0,0,0,0,2,10.0,30.0,4.0,4.25,26.0,0.1,0,80.0,2,7.0,16.0,1.09,0.89,0.91,3.0,3.0,1,1,111792,1.0,12.0,24.0,3.0,5.05,,,0.0,2.0,7.0,16.0,1.05,0.87,0.94,3.0,2.0,29.0,27.0,-2.0,New Jersey (Treatment)
12,1,0,1,0,1,0,0,0,0,0,6.5,23.5,3.0,4.37,9.0,0.1,0,100.0,2,7.0,16.0,1.05,0.79,0.91,3.0,3.0,1,1,111892,3.0,15.0,15.0,4.0,5.05,26.0,0.25,0.0,3.0,7.0,16.0,1.01,0.92,0.94,3.0,2.0,21.25,26.5,5.25,New Jersey (Treatment)
13,2,0,1,0,1,0,0,0,0,0,0.0,25.0,3.0,4.5,7.0,0.25,0,100.0,2,11.0,10.0,1.06,0.95,2.66,5.0,4.0,1,1,111792,1.0,2.0,11.0,3.0,5.0,13.0,0.25,0.0,1.0,11.0,11.0,1.01,0.94,2.75,4.0,3.0,15.5,10.5,-5.0,New Jersey (Treatment)
15,3,0,1,0,1,0,0,0,0,3,3.0,25.0,4.0,4.6,9.0,0.15,1,95.0,2,6.0,17.0,1.02,0.98,0.95,5.0,4.0,2,1,121092,5.0,5.0,20.0,3.0,5.05,,0.25,0.0,2.0,6.0,17.0,1.05,1.01,2.0,3.0,3.0,19.5,18.0,-1.5,New Jersey (Treatment)
16,3,0,1,0,1,0,0,0,0,0,6.0,22.0,4.0,4.5,13.0,0.25,0,50.0,2,6.0,17.0,1.0,1.0,,5.0,5.0,1,1,110592,,7.0,17.0,3.0,5.05,19.0,0.25,0.0,2.0,6.0,17.0,1.05,1.01,0.94,5.0,5.0,21.0,18.5,-2.5,New Jersey (Treatment)
17,3,0,1,0,1,0,0,0,0,0,0.0,20.0,4.0,4.37,13.0,0.25,0,60.0,2,6.0,17.0,1.06,1.0,2.02,6.0,5.0,1,1,111692,1.0,4.0,35.0,4.0,5.05,13.0,0.2,0.0,2.0,6.0,17.0,1.05,0.94,0.95,6.0,5.0,14.0,25.5,11.5,New Jersey (Treatment)
18,3,0,1,0,1,0,0,0,0,2,15.0,25.0,3.0,4.25,13.0,,0,50.0,2,6.0,17.0,,,,4.0,4.0,1,1,110592,,8.0,38.0,5.0,5.05,,0.25,1.0,2.0,6.0,17.0,1.05,1.0,0.63,7.0,7.0,30.5,32.0,1.5,New Jersey (Treatment)
19,1,0,1,1,0,0,0,0,0,3,4.0,31.0,4.0,4.25,4.0,0.25,0,50.0,2,6.0,16.0,1.05,0.91,0.93,3.0,3.0,1,1,110592,,6.0,44.0,5.0,5.05,52.0,0.3,0.0,2.0,6.0,16.0,1.04,0.93,0.95,2.0,2.0,23.5,33.0,9.5,New Jersey (Treatment)
21,2,0,1,1,0,0,0,0,0,0,5.0,12.0,3.0,4.45,6.0,0.1,0,90.0,2,10.5,10.5,1.06,0.8,2.13,3.0,3.0,1,1,111492,1.0,0.0,11.0,2.0,5.05,,,0.0,2.0,11.0,10.0,0.94,0.94,2.43,3.0,3.0,14.0,7.5,-6.5,New Jersey (Treatment)
22,3,0,1,1,0,0,0,0,0,2,3.0,15.0,4.0,4.35,26.0,0.12,0,90.0,2,7.0,16.0,1.06,0.84,0.95,4.0,1.0,1,1,110592,,3.0,15.0,2.0,5.05,19.0,0.13,0.0,2.0,7.0,15.0,1.05,1.05,0.94,4.0,4.0,14.5,12.5,-2.0,New Jersey (Treatment)
23,1,0,1,0,0,1,0,0,0,2,0.0,25.0,3.0,4.5,26.0,0.12,0,75.0,2,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111792,1.0,14.0,14.0,3.0,5.05,,,0.0,1.0,6.5,16.5,1.05,0.94,0.94,3.0,2.0,15.5,24.0,8.5,New Jersey (Treatment)
24,1,0,1,0,1,0,0,0,0,2,15.0,15.0,4.0,4.75,13.0,0.25,1,40.0,2,7.0,16.0,1.06,0.95,1.01,4.0,3.0,2,1,122192,3.0,15.0,20.0,4.0,5.05,52.0,0.15,0.0,2.0,,,1.05,0.94,1.0,4.0,3.0,26.5,29.0,2.5,New Jersey (Treatment)
28,2,0,1,0,0,1,0,0,0,6,0.0,14.0,1.0,4.5,,0.25,0,10.0,2,11.0,10.0,1.06,1.17,2.56,2.0,1.0,1,1,111892,3.0,6.0,2.0,3.0,,,,0.0,1.0,11.0,10.0,,1.05,2.64,3.0,2.0,8.0,10.0,2.0,New Jersey (Treatment)
29,2,0,1,0,0,1,0,0,0,3,0.0,7.0,2.0,4.5,4.0,0.25,0,,2,11.0,11.0,1.06,1.01,2.56,3.0,2.0,1,1,111292,,0.0,13.0,3.0,5.05,26.0,0.25,0.0,1.0,11.0,11.0,1.05,1.05,2.64,3.0,3.0,5.5,9.5,4.0,New Jersey (Treatment)
32,3,0,1,0,0,1,0,0,0,0,10.0,20.5,3.0,4.5,26.0,0.25,0,40.0,2,10.5,11.5,1.12,1.02,1.06,4.0,3.0,1,1,111792,1.0,2.0,25.0,3.0,5.05,26.0,0.23,0.0,2.0,10.5,11.5,1.22,1.11,2.28,4.0,4.0,23.25,17.5,-5.75,New Jersey (Treatment)
34,3,1,1,0,0,1,0,0,0,0,5.0,15.0,3.0,4.95,26.0,,0,75.0,2,10.5,11.5,1.12,1.02,1.06,5.0,3.0,1,1,111392,,11.0,7.0,3.0,5.05,26.0,0.5,0.0,2.0,10.5,11.5,1.22,1.11,0.73,5.0,2.0,15.5,17.5,2.0,New Jersey (Treatment)
35,4,0,1,0,0,1,0,0,0,2,25.0,6.5,4.0,4.5,9.0,0.25,1,,2,10.5,11.5,0.96,0.95,2.13,2.0,2.0,1,1,111992,6.0,13.0,18.0,3.0,5.05,13.0,0.25,0.0,2.0,10.5,11.5,1.03,,,2.0,2.0,32.25,25.0,-7.25,New Jersey (Treatment)
38,1,0,1,0,1,0,0,0,0,0,15.0,20.0,5.0,4.25,17.0,0.15,0,100.0,2,6.0,17.0,1.05,0.95,0.98,3.0,2.0,1,1,111092,,10.0,20.0,6.0,5.05,,0.25,0.0,3.0,6.5,17.5,0.98,0.82,0.76,3.0,2.0,30.0,26.0,-4.0,New Jersey (Treatment)
64,1,0,1,0,0,1,0,0,0,1,20.0,15.0,3.0,4.5,26.0,0.2,0,60.0,3,7.0,16.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,13.0,13.0,3.0,5.05,26.0,0.25,0.0,2.0,7.0,16.0,1.05,0.95,0.95,3.0,3.0,30.5,22.5,-8.0,New Jersey (Treatment)
66,1,0,1,0,0,1,0,0,0,0,15.0,18.0,3.0,4.25,26.0,0.15,0,20.0,2,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111092,,26.0,10.0,4.0,5.05,26.0,0.25,1.0,1.0,7.0,17.0,1.05,0.95,0.95,3.0,3.0,27.0,35.0,8.0,New Jersey (Treatment)
67,1,0,1,0,0,1,0,0,0,0,5.0,15.0,6.0,4.5,13.0,0.25,0,55.0,1,8.0,13.5,1.17,1.06,1.17,3.0,2.0,1,1,111092,,4.0,17.5,5.0,5.05,,,0.0,1.0,8.0,13.5,1.32,1.05,1.22,3.0,3.0,18.5,17.75,-0.75,New Jersey (Treatment)
68,1,0,1,0,0,1,0,0,0,1,30.0,10.0,3.0,4.25,14.0,0.05,0,,3,7.0,17.0,1.07,1.02,1.02,3.0,3.0,1,1,111092,,13.0,17.0,3.0,5.05,13.0,0.28,0.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,1.0,38.0,24.5,-13.5,New Jersey (Treatment)
69,1,0,1,0,0,1,0,0,0,0,0.0,27.0,3.0,4.25,13.0,0.22,0,100.0,2,7.0,18.0,1.17,0.95,0.95,4.0,2.0,1,1,111792,,0.0,27.0,3.0,5.05,13.0,0.2,0.0,2.0,7.0,18.0,1.26,1.01,1.0,4.0,2.0,16.5,16.5,0.0,New Jersey (Treatment)
70,1,0,1,0,0,1,0,0,0,0,35.0,20.0,5.0,4.5,13.0,0.27,0,50.0,1,7.0,16.0,1.06,0.95,1.02,3.0,3.0,1,1,111092,,10.0,30.0,5.0,5.05,4.0,0.23,,1.0,7.0,16.0,1.05,0.95,1.01,3.0,3.0,50.0,30.0,-20.0,New Jersey (Treatment)
71,1,0,1,0,0,1,0,0,0,1,0.0,35.0,3.0,4.75,13.0,0.25,0,100.0,3,7.0,17.0,1.06,0.95,0.95,3.0,2.0,1,1,111692,,29.0,14.0,3.0,5.05,26.0,0.18,1.0,3.0,7.0,17.0,1.05,0.95,0.95,3.0,2.0,20.5,39.0,18.5,New Jersey (Treatment)
73,2,0,1,0,0,1,0,0,0,1,0.0,7.0,3.0,4.25,,0.75,0,40.0,3,11.0,12.0,1.06,1.06,2.45,3.0,2.0,1,1,111792,2.0,14.0,0.0,3.0,5.05,4.0,0.05,0.0,2.0,11.0,11.0,1.05,1.05,2.43,3.0,,6.5,17.0,10.5,New Jersey (Treatment)
75,2,0,1,0,0,1,0,0,0,0,3.0,15.0,3.0,4.25,4.0,0.25,0,0.0,2,11.0,11.0,1.17,1.27,2.77,3.0,3.0,1,1,111292,,4.0,11.0,3.0,5.05,6.0,0.25,1.0,2.0,11.0,11.0,1.16,1.16,2.75,3.0,3.0,13.5,12.5,-1.0,New Jersey (Treatment)
76,3,1,1,0,0,1,0,0,0,0,8.0,32.0,4.0,4.25,26.0,0.2,0,50.0,2,6.0,17.0,1.12,1.02,1.02,6.0,3.0,1,1,111392,,25.0,15.0,6.0,5.05,13.0,0.15,1.0,2.0,6.5,16.5,1.11,1.06,1.05,6.0,3.0,28.0,38.5,10.5,New Jersey (Treatment)
79,3,1,1,0,0,1,0,0,0,4,6.0,25.0,3.0,4.5,26.0,0.15,0,30.0,2,6.0,17.0,1.17,1.02,1.06,5.0,4.0,1,1,111392,,8.0,18.0,3.0,5.05,41.0,0.13,0.0,2.0,7.0,16.0,1.11,1.06,1.05,5.0,4.0,21.5,20.0,-1.5,New Jersey (Treatment)
84,1,0,1,0,1,0,0,0,0,3,4.0,30.0,5.0,4.5,26.0,0.15,0,50.0,2,7.0,16.0,1.04,0.85,0.91,4.0,2.0,1,1,111692,,12.0,30.0,5.0,5.05,52.0,0.2,0.0,2.0,7.0,16.0,1.05,0.9,0.94,3.0,3.0,24.0,32.0,8.0,New Jersey (Treatment)
86,1,0,1,0,1,0,0,0,0,1,11.0,11.0,4.0,4.25,13.0,0.25,0,,3,7.0,15.0,1.06,0.94,1.1,3.0,3.0,1,1,111092,,9.0,12.0,4.0,5.05,4.0,0.13,0.0,3.0,7.0,15.0,1.05,1.05,1.04,3.0,3.0,20.5,19.0,-1.5,New Jersey (Treatment)
88,1,0,1,1,0,0,0,0,0,0,3.0,35.0,3.0,4.25,,,1,75.0,3,7.0,15.0,1.06,0.87,0.91,5.0,5.0,2,1,121892,2.0,4.0,37.0,4.0,5.05,42.0,0.18,0.0,2.0,7.0,15.0,1.05,0.87,0.94,5.0,2.0,23.5,26.5,3.0,New Jersey (Treatment)
91,1,1,1,0,1,0,0,0,1,2,8.0,22.0,4.0,4.25,8.0,0.15,0,100.0,2,7.0,17.0,1.09,0.93,1.04,3.0,3.0,1,1,111792,1.0,0.0,30.0,4.0,5.05,26.0,0.18,0.0,1.0,7.0,17.0,1.11,1.05,1.05,3.0,3.0,23.0,19.0,-4.0,New Jersey (Treatment)
92,1,1,1,0,1,0,0,0,1,0,4.0,18.0,4.0,4.25,13.0,0.75,0,100.0,2,7.0,15.0,1.09,0.95,1.03,3.0,3.0,1,1,111092,,14.0,6.0,3.0,5.05,,0.25,0.0,2.0,7.0,15.0,1.11,1.01,1.05,3.0,3.0,17.0,20.0,3.0,New Jersey (Treatment)
93,1,1,1,0,0,1,0,0,0,0,2.5,30.0,3.0,4.25,52.0,0.15,0,90.0,2,7.0,16.0,,,0.96,,,1,1,111092,,5.0,25.0,5.0,5.05,13.0,0.15,0.0,2.0,7.0,16.0,1.11,1.05,1.05,4.0,3.0,20.5,22.5,2.0,New Jersey (Treatment)
95,2,0,1,0,1,0,0,0,0,1,18.0,3.0,4.0,4.25,26.0,0.27,0,40.0,1,11.0,10.0,1.06,0.8,2.56,4.0,3.0,1,1,111292,,0.0,14.0,3.0,5.05,13.0,0.25,0.0,1.0,11.0,10.0,1.05,0.75,2.53,3.0,3.0,23.5,10.0,-13.5,New Jersey (Treatment)
96,2,0,1,0,0,1,0,0,0,2,0.0,15.0,2.0,4.25,26.0,0.12,0,80.0,2,11.5,10.0,1.06,1.01,2.66,3.0,2.0,1,1,111892,3.0,0.0,15.0,5.0,5.05,26.0,0.15,0.0,2.0,11.5,10.5,1.05,0.94,2.59,4.0,0.0,9.5,12.5,3.0,New Jersey (Treatment)
97,2,0,1,0,1,0,0,0,0,2,0.0,12.0,4.0,4.25,13.0,0.25,1,58.0,2,11.0,10.0,1.02,0.75,2.56,3.0,2.0,1,1,111292,,2.5,11.0,3.0,5.05,13.0,0.3,0.0,2.0,11.0,10.0,1.05,0.8,2.54,3.0,2.0,10.0,11.0,1.0,New Jersey (Treatment)
98,2,0,1,0,1,0,0,0,1,0,0.0,20.0,4.0,4.25,13.0,0.4,0,80.0,3,11.0,10.0,1.06,0.8,2.56,3.0,3.0,1,1,111292,,3.0,13.0,3.0,5.05,13.0,0.45,0.0,1.0,11.0,10.0,1.05,0.9,2.53,3.0,3.0,14.0,12.5,-1.5,New Jersey (Treatment)
99,3,1,1,0,1,0,0,0,1,0,60.0,40.0,5.0,4.75,26.0,0.15,0,50.0,2,0.0,24.0,1.23,,2.3,8.0,6.0,2,1,121892,6.0,30.0,50.0,4.0,5.05,15.0,0.25,1.0,2.0,0.0,24.0,1.22,1.17,2.32,5.0,2.0,85.0,59.0,-26.0,New Jersey (Treatment)
101,3,0,1,0,1,0,0,0,1,3,4.5,15.0,3.0,4.75,26.0,0.15,0,80.0,2,7.0,15.0,1.2,1.18,1.06,6.0,4.0,1,1,111392,,10.0,12.0,3.0,5.05,26.0,0.15,0.0,2.0,7.0,15.0,1.15,1.1,1.05,8.0,3.0,15.0,19.0,4.0,New Jersey (Treatment)
102,3,0,1,1,0,0,0,0,0,2,12.0,13.0,3.0,4.4,52.0,0.2,0,15.0,2,7.0,16.0,1.06,0.91,1.07,6.0,4.0,1,1,111392,,0.0,27.0,2.0,5.05,52.0,0.25,0.0,2.0,7.0,15.0,1.07,1.01,1.05,5.0,5.0,21.5,15.5,-6.0,New Jersey (Treatment)
104,4,0,1,0,1,0,0,0,1,0,40.0,20.0,3.0,4.62,4.0,0.32,1,50.0,2,10.5,11.5,0.95,0.84,0.94,2.0,2.0,1,1,111492,1.0,11.0,10.0,3.0,5.05,26.0,0.08,1.0,2.0,10.5,12.5,1.0,0.84,0.94,2.0,2.0,53.0,19.0,-34.0,New Jersey (Treatment)
105,1,0,1,0,0,1,0,0,0,2,0.0,40.0,4.0,4.25,10.0,,0,50.0,2,6.5,16.5,0.96,1.0,1.03,4.0,2.0,1,1,111092,,0.0,45.0,4.0,5.05,13.0,0.25,0.0,2.0,6.5,16.5,1.05,0.99,1.16,4.0,3.0,24.0,26.5,2.5,New Jersey (Treatment)
106,1,0,1,0,0,1,0,0,0,0,0.0,35.0,3.0,4.25,26.0,0.27,0,65.0,3,7.0,16.0,1.06,0.95,0.95,2.0,1.0,1,1,111092,,2.0,25.0,3.0,5.05,26.0,0.2,0.0,0.0,7.0,16.0,1.05,0.95,0.95,2.0,2.0,20.5,17.5,-3.0,New Jersey (Treatment)
107,1,1,1,0,0,1,0,0,0,0,6.0,11.0,3.0,4.25,8.0,0.32,0,40.0,1,8.0,14.5,1.17,0.95,0.95,3.0,3.0,2,1,123092,9.0,13.5,10.0,2.0,5.05,,,0.0,1.0,8.0,14.0,,1.01,1.0,4.0,2.0,14.5,20.5,6.0,New Jersey (Treatment)
108,1,0,1,0,0,1,0,0,0,2,13.5,15.0,4.0,4.25,26.0,0.37,1,6.0,1,7.0,17.0,1.27,1.01,1.06,3.0,3.0,1,1,111692,,11.0,24.0,5.0,5.05,26.0,0.15,0.0,1.0,7.0,17.0,1.37,1.02,1.05,3.0,3.0,25.0,28.0,3.0,New Jersey (Treatment)
111,3,0,1,0,0,1,0,0,0,0,17.0,14.0,3.0,4.25,2.0,0.42,0,55.0,3,7.0,16.0,1.17,1.06,1.01,5.0,5.0,1,1,111892,1.0,20.0,14.5,3.0,5.05,26.0,,0.0,2.0,7.0,16.0,1.16,1.16,1.0,5.0,4.0,27.0,30.25,3.25,New Jersey (Treatment)
114,1,0,1,0,1,0,0,0,0,2,0.0,35.0,5.0,4.75,26.0,0.57,1,50.0,2,7.0,16.0,1.07,0.95,0.95,3.0,,1,1,111792,1.0,20.0,40.0,4.0,5.25,26.0,0.25,0.0,2.0,6.5,16.5,1.11,0.94,0.94,3.0,3.0,22.5,44.0,21.5,New Jersey (Treatment)
115,1,0,1,0,1,0,0,0,0,0,20.0,25.0,4.0,4.75,4.0,0.3,0,25.0,1,7.0,17.0,1.06,0.95,1.06,4.0,3.0,1,1,111092,,6.0,15.0,4.0,5.05,,,,1.0,7.0,17.0,1.05,0.95,1.01,4.0,4.0,36.5,17.5,-19.0,New Jersey (Treatment)
116,1,0,1,0,1,0,0,0,0,0,4.0,22.5,2.0,4.25,18.0,0.37,0,90.0,2,8.5,13.0,1.49,1.02,1.11,7.0,3.0,1,1,111092,,22.0,12.0,3.0,5.05,13.0,0.45,1.0,2.0,8.5,13.0,1.39,0.95,1.21,8.0,2.0,17.25,31.0,13.75,New Jersey (Treatment)
118,1,0,1,0,0,1,0,0,0,3,10.0,15.0,4.0,4.25,26.0,0.15,0,70.0,2,7.0,15.0,1.06,0.95,1.01,4.0,2.0,1,1,111692,,18.0,20.0,3.0,5.05,26.0,0.38,0.0,2.0,7.0,15.0,1.05,0.94,1.0,4.0,2.0,21.5,31.0,9.5,New Jersey (Treatment)
119,1,0,1,0,0,1,0,0,0,2,12.0,19.0,3.0,4.75,13.0,0.27,1,50.0,3,6.5,16.5,1.06,0.91,0.95,3.0,3.0,1,1,111692,1.0,18.0,13.0,4.0,5.05,26.0,,0.0,3.0,6.5,17.5,1.05,0.89,0.95,3.0,3.0,24.5,28.5,4.0,New Jersey (Treatment)
120,1,1,1,0,1,0,0,0,0,3,0.0,32.0,3.0,4.5,,,0,,2,7.0,16.0,1.13,0.98,1.04,3.0,2.0,1,1,111992,3.0,0.0,30.0,4.0,5.05,,,0.0,2.0,7.0,16.0,1.05,1.05,1.05,3.0,2.0,19.0,19.0,0.0,New Jersey (Treatment)
122,1,0,1,0,0,1,0,0,0,0,1.0,38.0,5.0,4.25,4.0,0.2,0,70.0,1,9.0,12.5,,1.12,1.12,5.0,3.0,1,1,111092,,10.0,50.0,6.0,5.05,26.0,0.1,0.0,1.0,9.0,12.5,1.15,0.94,1.15,6.0,4.0,25.0,41.0,16.0,New Jersey (Treatment)
124,1,0,1,0,1,0,0,0,0,1,8.0,10.0,3.0,4.25,13.0,0.25,0,14.0,2,8.0,15.0,1.06,0.91,1.04,2.0,2.0,1,1,111092,,21.0,6.0,4.0,5.05,13.0,0.5,1.0,3.0,7.0,15.0,1.16,0.94,1.12,2.0,2.0,16.0,28.0,12.0,New Jersey (Treatment)
125,2,0,1,0,1,0,0,0,0,0,15.0,0.0,4.0,4.5,26.0,0.25,0,100.0,1,10.0,12.5,0.91,0.85,2.34,3.0,2.0,1,1,111492,,0.0,15.0,2.0,5.05,52.0,0.4,0.0,1.0,10.0,12.0,1.01,1.01,2.49,4.0,3.0,19.0,9.5,-9.5,New Jersey (Treatment)
130,3,1,1,0,1,0,0,0,0,2,7.0,25.5,3.0,4.5,19.0,0.3,0,15.0,2,5.0,18.0,1.12,1.07,1.0,4.0,3.0,2,1,122192,6.0,2.0,38.0,4.0,5.05,4.0,0.15,0.0,2.0,7.0,16.0,1.11,1.06,1.05,5.0,3.0,22.75,25.0,2.25,New Jersey (Treatment)
132,3,1,1,0,1,0,0,0,0,0,20.0,20.0,5.0,4.5,26.0,0.25,0,80.0,2,0.0,24.0,1.28,1.06,2.3,5.0,3.0,1,1,111692,,15.0,20.0,3.0,5.5,52.0,0.25,0.0,2.0,7.0,14.0,,,,2.0,2.0,35.0,28.0,-7.0,New Jersey (Treatment)
133,3,1,1,0,1,0,0,0,0,0,6.0,16.0,2.0,4.75,26.0,,0,99.0,2,6.0,17.0,1.12,1.07,1.06,4.0,3.0,1,1,111392,,3.0,20.0,3.0,5.05,26.0,,0.0,2.0,7.0,15.0,1.11,1.06,2.11,5.0,3.0,16.0,16.0,0.0,New Jersey (Treatment)
134,3,0,1,0,1,0,0,0,0,2,5.5,25.0,3.0,4.62,,,0,42.0,2,6.0,16.0,1.09,,0.95,4.0,3.0,1,1,111392,,6.0,27.5,3.0,5.05,52.0,0.25,0.0,2.0,6.0,16.0,1.11,1.06,0.94,4.0,3.0,21.0,22.75,1.75,New Jersey (Treatment)
137,3,1,1,0,0,1,0,0,0,3,15.0,25.0,3.0,4.25,26.0,0.15,0,50.0,2,6.0,16.0,1.12,1.06,1.02,6.0,4.0,1,1,111692,1.0,12.0,30.0,5.0,5.05,26.0,0.25,0.0,2.0,7.0,15.0,1.11,1.11,1.05,5.0,3.0,30.5,32.0,1.5,New Jersey (Treatment)
140,4,0,1,0,1,0,0,0,0,0,0.0,40.0,3.0,4.5,26.0,0.37,1,25.0,2,10.5,11.5,0.91,0.86,1.06,2.0,2.0,1,1,111492,,5.0,35.0,5.0,5.67,4.0,0.25,1.0,2.0,10.5,11.5,1.0,0.94,1.05,2.0,2.0,23.0,27.5,4.5,New Jersey (Treatment)
141,4,0,1,0,1,0,0,0,0,0,10.0,15.0,4.0,4.75,13.0,0.27,1,,2,10.5,12.5,1.02,0.91,1.06,2.0,2.0,1,1,111892,2.0,10.0,25.0,3.0,5.05,13.0,0.18,1.0,2.0,10.5,12.5,1.05,0.84,1.34,2.0,2.0,21.5,25.5,4.0,New Jersey (Treatment)
142,4,0,1,0,0,1,0,0,0,0,15.0,35.0,4.0,4.25,26.0,0.15,1,,2,10.0,11.5,1.06,0.95,1.06,2.0,2.0,1,1,111492,,40.0,31.0,5.0,5.05,26.0,0.18,0.0,2.0,10.0,11.5,1.01,0.89,1.26,2.0,2.0,36.5,60.5,24.0,New Jersey (Treatment)
146,1,0,1,0,0,1,0,0,0,3,8.0,20.0,5.0,4.8,26.0,0.25,1,,2,7.0,16.0,1.06,1.0,1.06,4.0,3.0,1,1,111092,,0.0,32.0,4.5,5.05,26.0,0.17,0.0,2.0,7.0,16.0,1.05,0.99,1.05,4.0,3.0,23.0,20.5,-2.5,New Jersey (Treatment)
149,1,0,1,0,0,1,0,0,0,1,0.0,20.0,4.0,4.5,26.0,0.27,0,50.0,3,7.0,16.0,1.06,0.95,0.95,2.0,1.0,1,1,111092,,8.0,10.0,3.0,5.05,26.0,0.25,0.0,2.0,7.0,16.0,1.05,0.94,0.94,2.0,2.0,14.0,16.0,2.0,New Jersey (Treatment)
150,1,0,1,0,0,1,0,0,0,2,0.0,27.5,3.5,4.67,26.0,0.27,1,2.0,2,7.0,16.0,1.23,0.89,0.89,3.0,3.0,2,1,123192,8.0,12.0,20.0,3.0,5.75,28.0,0.58,0.0,2.0,7.0,15.0,1.11,0.88,0.88,3.0,2.0,17.25,25.0,7.75,New Jersey (Treatment)
156,1,0,1,0,0,1,0,0,0,0,8.0,15.0,3.0,4.87,6.0,0.25,0,0.0,1,7.0,15.0,1.06,0.95,1.02,8.0,3.0,1,1,111092,,2.0,18.0,2.0,5.05,,0.3,0.0,2.0,7.0,15.0,0.95,0.94,1.01,3.0,,18.5,13.0,-5.5,New Jersey (Treatment)
158,2,0,1,0,0,1,0,0,0,1,2.0,7.0,3.0,4.5,4.0,0.12,0,55.0,1,11.0,10.0,0.92,0.7,2.34,3.0,3.0,1,1,111192,,3.0,4.0,4.0,5.05,13.0,0.25,0.0,1.0,11.0,11.5,0.95,0.94,2.49,3.0,2.0,8.5,9.0,0.5,New Jersey (Treatment)
159,2,0,1,0,0,1,0,0,0,8,6.0,12.0,2.0,4.5,4.0,0.12,0,22.0,1,10.5,10.5,0.98,0.85,2.34,3.0,3.0,1,1,111492,,10.0,5.0,4.0,5.25,13.0,0.25,0.0,1.0,10.5,11.5,0.95,0.84,2.49,4.0,3.0,14.0,16.5,2.5,New Jersey (Treatment)
162,3,1,1,0,0,1,0,0,0,2,0.0,40.0,3.0,4.75,26.0,0.17,0,45.0,2,6.0,16.5,1.12,1.02,1.06,,1.0,1,1,111292,,3.0,30.0,3.0,5.05,26.0,0.18,0.0,2.0,7.0,15.5,1.11,1.01,1.05,6.0,5.0,23.0,21.0,-2.0,New Jersey (Treatment)
